"NEW SINCE","PARTY","ENTRY BY","PARTY ADD","PARTY ADD2","CITY","CELL NO","EMAILID","CELLNO2","EMAILID2","GST NO","REMARKS",
"5/14/2024 3:47:11 PM","EVA JEWELS","","J - 14 / ROOM 1 SG BARVE NAGAR BHATWADI GHATKOPAR (W) MUMBAI - 400084","","MUMBAI","11112222","no@gmail.com","","","GST","",
"5/13/2024 5:42:54 PM","RAFIQ BHAI","","MUMBAI
9022454513","","MUMBAI","9022454513","NOEMAIL@GMAIL.COM","","","NOGST","",
"5/13/2024 3:10:32 PM","SHAIKH  ISTIYAK","","5/1390 NEAR DAIRY WORLD HARIPURA MAIN ROAD KASKIWAD SURAT - 395003
8780981481","","SURAT","8780981481","no@gmail.com","","","gst","",
"5/13/2024 12:00:10 PM","CHEMMANUR GOLD PALACE INTERNATIONAL LTD","","Chemmanur Gold Palace International Limited(Kerala),
Door No 17/504, Sharara Plaza, Mavoor Road, Kozhikode, PIN-673004
8594002627","","THRISSUR","8594002627","purchasecoordinator@chemmanurinternational.com","","","32AADCC4861D1Z3","",
"5/11/2024 5:13:30 PM","DREAMS BANGLES","","PLOT NO A-251, LANE 30-B, ROAD NO 16 , OPP WAGLE POLICE STATION , WAGLE ESTATE, 
AMBIKA NAGAR, THANE (WEST)- 400604
9870578057 / 9167052750","","THANE","987578057","dreamsbangles@gmail.com","","","gst","",
"5/10/2024 5:54:06 PM","MANISHA JEWELLERS","","24/2, CHAMPAK HOUSE, PILLAPPA LANE,
NAGARATHPET, BANGLORE-560002
9483714990","","KARNATAKA","9483714990","NOEMAIL@GMAIL.COM","","","29AELPS7983R1ZX","",
"5/10/2024 5:51:07 PM","24/2, CHAMPAK HOUSE, PILLAPPA LANE,","","24/2, CHAMPAK HOUSE, PILLAPPA LANE,
NAGARATHPET, BANGLORE-560002
9483714990","","Karnataka","9483714990","NOEMAIL@GMAIL.COM","","","29AELPS7983R1ZX","",
"5/8/2024 6:07:32 PM","LAXMI","","KANDIVALI - 7045160133","","MUMBAI","7045160133","no@gmail.com","","","gst","",
"5/6/2024 10:20:16 AM","DAS JEWEL","","Ground Floor H. No. - 757, ward no, 9 WADI FALIA , ROAD - NEAR SIDHMATA SHERI  GOPIPURA , SURAT, GUJARAT - 395003","","SURAT","8780981481","no@gmail.com","","","24AO1PD2086F1Z9","",
"5/4/2024 5:30:16 PM","DASSONS JEWELS PVT LTD","","SHALIBHADRA NAGAR,BLDG NO 1,SHOP 5,6,7,8 & 9, B.P. CORSS ROAD, NEAR SWAMI NARAYAN MANDIR, BHAYANDER (e), MUMBAI-401105
92238 72387
GSTIN:-27AAICD8503G1ZN","1","MUMBAI","9223872387","NO@EMAIL.COM","","","27AAICD8503G1ZN","",
"5/4/2024 5:15:52 PM","SANVI JEWELS","","GOREGAON , MUMBAI
9773501481 MR VIRAL","","MUMBAI","9773501481","no@email.com","","","gst","",
"5/16/2024 10:31:10 AM","lajja creation","","GALA NO 220, BUILDING NO -9,
JOGANI INDL COMPLEX, VN PURAV MARG,
SION CHUNABHATTI, MUMBAI-400022
9920367310","","mumbai","99203 67310","noemail@gmail.com","","","27AACFL3136C1ZS","",
"7/3/2024 10:40:08 AM","SRI NITIRA  JEWELS","","LAL DARWAJA GUNDI SHERI  
SURAT
9974798231","","SURAT","9974798231","NOEMAIL@GMAIL.COM","","","NO GST","",
"5/30/2024 3:54:14 PM","ARIHANT CAST","","LOWER PAREL , MUMBAI
9820440556","","MUMBAI","9820440556","no@email.com","","","gst","",
"5/31/2024 12:51:39 PM","HI QUICK PART SOLUTION  PVT LTD","","GIRIRAJ INDUSTRIAL MAHAKALI ROAD GALA NO - B50
8104345988","","MUMBAI","8104345988","NOEMAIL@GMAIL.COM","","","NO GST","",
"7/1/2024 5:25:23 PM","NEOM JEWELS","","A/2, 408, SHAH & NAHAR INDL EST 
LOWER PAREL, MUMBAI
8369805652","","MUMBAI","8369805652","no@email.com","","","gst","",
"6/29/2024 7:28:04 PM","THOMAS & JO PVT LTD","","XII/466-B, GS BUSINESS PARK , A-43, HMT COLONY, KALAMASSERY, ERNAKULAM, KERALA-683503
GSTIN:- 32AAJCT0648N1Z1
9884334606","","KERALA","9884334606","no@email.com","","","32AAJCT0648N1Z1","",
"6/29/2024 5:36:55 PM","JAIPUR RATNA MANUFACTURING PRIVATE LIMITED","","453,MAWAWALA COMPLEX , LAL JI SAND KA RASTA, CHAURA RASTA, JAIPUR RAJASHTAN 302003 MOB:+917014360191","","JAIPUR","+917014360191","no@gmail.com","","","NA","0",
"6/27/2024 4:08:31 PM","Vaibhav Global Limited","","Office Address: E1,E2 , SEZ -II , SITAPURA JAIPUR , R J - 302022, India
Mobile: +91-83026 28276,","","Jaipur-","91-83026 28276,","vgl@vaibhavglobal.com","","","08AAACV4679F2Z1","",
"6/26/2024 4:42:32 PM","AMRUT JEWELLRES","","SYAMAL COMPLEX, MAVDI MAIN ROAD , RAJKOT","","RAJKOT","9824702701","no@gmail.com","","","no","",
"6/26/2024 11:12:48 AM","SABYASACHI","","16 TH FLOOR ,UNIT NO.3&4,ACROPOLIS MALL,
1858/1RAJDANGA MAIN ROAD EAST KOLKATA TOWNSHIP SECTOR1, KOLKATA -700107","","KOLKATA","9829210325","ashutosh_kaushik@hotmail.com","","","nogst","",
"6/25/2024 6:46:23 PM","ASA JEWELS PVT LTD","","Gala No 22, Ground Floor, Apurva industrial Estate,  Makwana Road, Near Marol Metro Station, Andheri East , Mumbai 400059
Maharashtra India
9222121215
asajewelspvtltd@gmail.com","","MUMBAI","9222121215","asajewelspvtltd@gmail.com","","","GST","",
"6/24/2024 6:52:44 PM","PARTH DIAMOND PVT LTD","","F-25, NAND DHAM INDL EST, MAROL MAROSHI ROAD, MAROL , ANDHERI (e), MUMBAI-400059
9820996117
GST :- 27AACCP4374M1ZZ","J","MUMBAI","9820996117","NO@EMAIL.COM","","","27AACCP4374M1ZZ","",
"6/22/2024 12:37:58 PM","SARDAR GOLD WORKS","","DOO8R NO:27-23-14/1, FIRST FLOOR, 5TH SHOP, GAYATRI GOLD COMPLEX, DUNNAVARI ST VIJAYWADA -520002 MOB: 9963677568","","HYDRABAD","9963677568","no@gmail.com","","","NA","0",
"6/22/2024 4:09:34 PM","SHREE GANESH JEWELLERS","","SHOP NO , F-04, 1ST FLOOR, AAGAM NAVKAR COMPLEX,KANAKPUR, KANSAD , NR SACHIN
RAILWAY STATION, SACHIN , SURAT-394230
GSTIN:-24BMKPM0731R1ZO
MOB :-  73599 08251","-","SURAT","73599 08251","no@email.com","","","24BMKPM0731R1ZO","",
"6/21/2024 2:55:38 PM","Zelista Gold and Diamonds","","Shop # :- 60/5256 D & E
First floor, Bright Building 
Puthiyapalam, Near N.S.S. College 
Chalappuram P.O
Kozhikode 673002.
GSTIN : 32AACCZ0313N1ZH
9961022777","","KERALA","9961022777","NOEMAIL@GMAIL.COM","","","32AACCZ0313N1ZH","",
"6/19/2024 2:14:08 PM","NOVAC  JEWELS LLP","","5th FLOOR ,503 , KALPANA MANDIR CHSL , ROAD NUMBER 3 JAWAHAR NAGAR , GOREGAON WEST , MUMBAI SUBURBAN , MAHARASHTRA -400104","","MAHARASTRA","7021210610","no@gmail.com","","","27AAVFN5493P1Z0","",
"5/30/2024 5:56:07 PM","PK DIAMONDS","","Gala No. 53A, Sidhapura Industrial Estate, Gaiwadi, Off SV Road, Goregaon (W). Mumbai 400104
9890969535
27AACPP1192L1ZGU","","MUMBAI","9890969535","NOEMAIL@GMAIL.COM","","","27AACPP1192L1ZGU","",
"6/19/2024 11:10:37 AM","RS DESIGNS","","9/393, PAMBOOR MAIN ROAD
P.O KUTTUR THRISSUR-680013
KERALA
6238232445
GSTNO-32AAOFR8645N1ZG","","KERALA","6238232445","NOEMAIL@GMAIL.COM","","","32AAOFR8645N1ZG","",
"6/15/2024 6:01:01 PM","RISHABH SOLANKI","","ANDHERI EAST, MUMBAI
9819889588","","MUMBAI","9819889588","no@email.com","","","gst","",
"6/14/2024 12:00:15 PM","KIRAN LAXMICHAND KHANTER","","GALA NO.44-47, SECOND FLOOR
SIDDHPURA INDUSTRIAL ESTATE, GAIWADI ROAD S.V. ROAD, GOREGAON WEST
MUMBAI-400062
27ACHPJ5861B1ZQ","","MUMBAI","NO NUMBER","kiranraj1111@gmail.com","","","27ACHPJ5861B1ZQ","",
"6/11/2024 2:16:55 PM","S R DIAMOND AND JEWELS LLP","","PLOT NO 26/B, SURVEY NO -404, PATEL INDL SOC, BAMBAWADI, ANATHASHRAM, KATARGAM MAIN ROAD, SURAT-395004
91571 70000","","surat","91571 70000","NO@EMAIL.COM","","","24AEOFS7394M1Z2","",
"6/10/2024 6:50:02 PM","AS JEWELLERS","","LOWER PAREL, MUMBAI
9619557797","","MUMBAI","9619557797","NO@EMAIL.COM","","","GST","",
"6/10/2024 6:44:47 PM","GANNA N GOLD PVT LTD","","B-34, Nand Bhuvan INDL Estate Chakala, Mahakali
Caves Road, Andheri East, Mumbai-400093.
GSTIN : 27AAICG8150A1ZT
PAN NO : AAICG8150A
96193 46819","","MUMBAI","96193 46819","no@email.com","","","27AAICG8150A1ZT","",
"6/7/2024 3:47:11 PM","PURE PLATINUM JEWELLERY PVT LTD","","UNIT E-1, SUB PLOT, PLOT NO F11 & F12,
WICEL COMPOUD, OPP SEEPZ GATE NO-1,
ANDHERI(E), MUMBAI-400093
022-66367979
GSTIN:-27AAHCP4181D1ZG",".","MUMBAI","022-66367979","no@email.com","","","27AAHCP4181D1ZG","",
"6/7/2024 2:08:39 PM","RENAISSANCE GLOBAL LTD","","RENAISSANCE GLOBAL LTD
PLOT NO 2302, HILL DRIVE,
TALAJA ROAD, BHAVNAGAR-364002
9723935353","","GUJRAT","9723935353","SNOEMAIL@GMAIL.COM","","","24AACCR2148B1ZY","",
"6/5/2024 11:11:29 AM","KISHIN & BROTHERS","","1, BK NO 352, R.NO. 16, AMIT ARCADE, NEAR, KOJINUR
27AAJFK2892B1ZB
89998 50209","","MUMBAI","89998 50209","NOEMAIL@GMAIL.COM","","","NOGST","",
"6/5/2024 10:40:33 AM","Meghna Diamond","","DAHISAR MUM BAI
9820016088","","MUMBAI","9820016088","svtrivedi1964@gmail.com","","","NO GST","",
"6/3/2024 4:11:30 PM","DIAGOLD","","SEEPZ
8108402155","","mumbai","8108402155","noemail@gmail.com","","","nogst","",
"6/3/2024 10:23:32 AM","OM ELECTRICAL","","284/285 GHANSHYAM NAGAR GATE 3 LH ROAD VARACHA SURAT
8949071721","","SURAT","8949071721","NOEMAIL@GMAIL.COM","","","NOGST","",
"6/1/2024 2:59:29 PM","EURO DIAMONDS PVT LTD","","G-704, 7TH FLOOR TOWER- 2, SEEPZ++ SEEPZ, ANDHERI EAST, MUMBAI-400096
022-28292500/2600
GSTIN:-27AABCE1722F1Z4","1","MUMBAI","02228292500","sales@eurodiamonds.net","","","27AABCE1722F1Z4","",
"6/18/2024 6:31:15 PM","SHAKTI  GOLD","","GALA NO 206, SURAJ INDL EST, PREMISES CHS LTD, DAHISAR EAST, MUMBAI-400068
GSTIN:-27AYJPG0203C1Z6
MOB:-  96996 43415","1","MUMBAI","96996 43415","no@email.com","","","27AYJPG0203C1Z6","",
"9/2/2024 2:30:43 PM","MANTTRA","","G1-48 MULTI SECTOR SEZ-II  EPIP SITAPURA
Jaipur PIN Code: 302022
7738948892","","Rajasthan","7738948892","store@mkmumbai.com","","","no gst","",
"8/12/2024 10:30:22 AM","RMK LAB GROWN DIAMONDS LLP","","1ST TO 4TH FLOOR OF PLOT NO.45 AND 46
SAVANI INDUSTRIAL CO.OP SOCIETY
TEXTILE MILL ROAD VARACHHA 
SURAT","","SURAT","NONUMBAR","NOEMAIL@GMAIL.COM","","","24ABFFR1887E1Z5","",
"8/12/2024 12:46:50 PM","R K SILVER RAJKOT","","RAJKOT","","RAJKOT","8264912913","NOEMAIL@GMAIL.COM","","","NOGST","",
"8/26/2024 11:17:13 AM","SUN DIAMONDS","","45, NADU GUJILI STREET TRICHY  -620008  
MOB - 8300084422","","TRICHY","8300084422","no@gmail.com","","","GST","",
"8/24/2024 4:54:40 PM","DESIGNER JEWELLERRS","","333,1/1 CHANLLA OLE, MANEKCHOWK, AHMEDABAD-1 
9825300066","","AHMEDABAD","9825300066","NOEMIAL@GMAIL.COM","","","NOGST","",
"8/24/2024 2:06:50 PM","S.R.LAKSHMI","","217,219,TOMAS STREET,COIMBATORE-641001. 
9994608914/8610570809","","COIMBATORE","9994608914/8610570809","NOEMAIL@GMAIL.COM","","","NO GST","",
"8/24/2024 3:35:44 PM","SIDDHI JEWELLS","","MUMBAI
9870843773","","MUMBAI","9870843773","NOEMAIL@GMAIL.COM","","","NOGST","",
"8/24/2024 2:10:46 PM","JAICHANDR","","MUMBAI
9895945430","","MUMBAI","9895945430","NOEMAIL@GMAIL.COM","","","NOGST","",
"8/23/2024 4:46:01 PM","SWARN GANGA JEWELLERS","","KESHARIYA NATH MANDIR MARG BHEEM JILA   
RAJSAMAND
8860493239","","RAJASTHAN","8860493239","NOEMAIL@GMAIL.COM","","","NOGST","",
"8/24/2024 12:47:46 PM","SONI DOLARRAI KALYANJI","","Old Soni Bazar, Opp. Gordhandas Gathiyawala , Jamnagar - 361001 , GUJRAT
9428315511 / 6355096122","","JAMNAGAR","9428315511 / 6355096122","NO@GMAIL.COM","","","GST","",
"8/24/2024 11:33:02 AM","NAVYA GEMS & JEWELS","","8-2-682/1, Land Mark Banjara, 3rd floor, Above Ratnadeep Supermarket, Banjara Hills, Road No.12, Hyderabad, India, Telangana

098490 12181","","HYDERABAD","98490 12181","NO@GMAIL.COM","","","GST","",
"8/24/2024 11:12:35 AM","FIORELLA JEWELS","","8898541803","","8898541803","8898541803","NO@GMAIL.COM","","","GST","",
"8/24/2024 11:00:04 AM","DFINE JEWELLERY","","118, SHANTINIKETAN SOCIETY, NR SAVJI KORAT BRIDGE, LAZAMANI CHOWK, MOTA VARACCHA ROAD,SURAT-394101
93286 14590
GSTIN:-24AVRPS1175L1ZY","S","SURAT","9328614590","NO@GMAIL.COM","","","GST","",
"8/24/2024 10:40:01 AM","TRIFON JEWELS LLP","SATISH","2nd FL., Dobariya Complex, Umiya Chawk,Opp. Umiya Temple , A.K.Road, Surat, Gujarat -395006.
PH: 63516 46551","","SURAT","63516 46551","hello@trifonjewels.com","","","gst","",
"8/24/2024 10:20:51 AM","ANMOL JEWELLERS","","#27, SRI KRISHNA COMPLEX, 2AND FLOOR,J.M.ROAD,1ST CROSS,OPP.C.T.STREET, MALLIKARJUNAPPA LANE BANGLORE-560002
9844096916","","BANGLORE","SHOULD BE SAME AS ENTER IN PARTY ADD COLUMN","anmoljewellersblr@yahoo.com","","","N/A","",
"8/26/2024 11:25:42 AM","PRECI CAST","","RAMKRISHNA HOUSE 30 SOMWAR PETH SOLPUR -413002
9822088102","","SOLAPUR","9822088102","precicastings@hotmail.com","","","nogst","",
"8/23/2024 6:06:42 PM","MAYOUR","","8879332324","","8879332324","8879332324","NO@GMAIL.COM","","","GST","",
"8/23/2024 12:43:00 PM","SHREE MARUTHI JEWEL CREATORS","","NO.91 GOVINDASAMY LAYOUT OPP GKS RESIDENCY ASHOK NAGAR
COIMBATORE 641001 
MOBILE NO 9597735555","","TAMIL NADU","9597735555","sreesmj@gmail.com","","","NOGST","",
"8/23/2024 10:54:03 AM","KHANDELWAL JEWELLERS","","102 LAXMI BHAVAN Sq DHARAMPETH NAGPUR 440010
MOB : 9423922212","","MAHARASTRA","9423922212","info@khandelwaljewellers.co","","","NOGST","",
"8/23/2024 11:47:15 AM","AABI JEWELS","","MUMBAI 
7389404135","","MUMBAI","7389404135","NOEMAIL@GMAIL.COM","","","NOGST","",
"8/23/2024 10:30:10 AM","ADESARA JEWELLERS","","Mandvi  chock  , Kamdar Street, Opp. Salin Chamber, Soni bazar ,  RAJKOT  
9879490908 / 972 388 84 44","","RAJKOT","9879490908 / 972 388 84 44","NO@GMAIL.COM","","","GST","",
"8/23/2024 10:06:55 AM","MR.RONAK JAIPUR","","JAIPUR","","JAIPUR","7240024999","noemail@gmail.com","","","nogst","",
"8/22/2024 7:27:26 PM","WELL WORTH INDUSTRIES","","EKTA KARAMNAGRI, PIMPRI POST,
DAHISAR MUMBRA PANVEL ROAD, THANE=400612","","MUMBAI","9930253293","INFO@WELLWORTHMUMBAI.COM","","","27AQRPM0987F1ZB","",
"8/22/2024 5:23:18 PM","GIVA JEWELS","DIPESH 9422799191","MUMBAI
9980544967","","MUMBAI","9980544967","prabhakaran@giva.co","","","N/A","",
"8/22/2024 5:33:48 PM","THE SILVER","","C/176M 1ST FLOOR, AKURLI INDUSTRIAL ESTATE, KANDIVALI (e), MUMBAI-400101
9820204085","","MUMBAI","9820204085","thesilverbymj@gmail.com","","","gst","",
"8/22/2024 3:18:05 PM","LURBA JEWELS","","Plot no. 310, 1st  Floor K Krushnakant Compound, Opp. Shivam Jewels, Near Torrent Power, Gotalawadi, Vestadevai  Road, Katargam, Surat   SURAT - 395004","9913138348 / 2616661111","SURAT","9913138348","info@lurbajewels.com","","","gst","",
"8/22/2024 3:02:09 PM","MITTUL","","MUMBAI 
9662683368","","MUMBAI","9662683368","NOEMAIL@GMAIL.COM","","","NOGST","",
"8/22/2024 2:31:00 PM","MEHTA  JEWELLERS ENTERPRISES LLP","","FLOOR 2ND 206,PLOT-CS 1671, 18/22 GOLD PLAZA SHAIKH MEMON STREET NEAR COTTON EXCHANGE KALBADEVI MUMBAI MAHARASHTRA -400002 MOB; +916290884165 / +919820038049","1ST FLOOR, A/3 PLOT NO.77, BOMBAY COTTON MILL ESTATE, DATTARAM LAD MARG, KALA CHOWKI, MUMBAI-400033 MOB:+919892954307","MUMBAI","+916290884165 /+919820038049","no@gmail.com","","","NA","0",
"8/22/2024 12:44:55 PM","SHUBH JAIN","","9819720209","","MUMBAI","9819720209","NOEMAIL@GMAIL.COM","","","NO GST","",
"8/23/2024 12:35:31 PM","P . SIVA PRASAD","","POLICE STATION CENTER, OPP. LIBRARY MAIN ROAD, VEERAVASARAM -534245.W.G.DIST,ANDHRA PRADESH. 
9866628000/8816286686","","ANDHRA PRADESH","9866628000/8816286686","NOEMAIL@GMAILCOM","","","NOGST","",
"8/22/2024 11:57:54 AM","JK STAR JEWELS (SURAT)","","PLOT NO. 52,53 BHAICHAND NAGAR SOC NEAR PARAS CHOKI KATARGAM ROAD SURAT-395004 INDIA
9819405905","","SURAT","9819405905","jkstarjewels@gmail.com","jkstarjewels@gmail.com","","nogst","",
"8/26/2024 1:00:21 PM","KVR JEWELLERY MANUFACTURERS","","# 44 1ST FLOOR VENKATADRI PLAZA M.M LANE J.M ROAD CROSS BENGALURU-560002
9845657921","","BENGALURU","9845657921","NOEMAIL@GMAIL.COM","","","NOGST","",
"8/26/2024 3:59:44 PM","YUVA CRAFT","","47/12A, NEW STREET, TIRUKOILUR - 605757 KALLAKURICHI DIST. TAMIL NADU MOB:9842322414","","TAMIL NADU","9842322414","yuvacraft@gmail.com","","","NA","0",
"8/31/2024 3:11:23 PM","REA JEWELS","","102 BLUE DIAMOND PT.SOLICITOR  ROAD MALAD EAST  MUMBAI MOB: +919987578088","","MUMBAI","+919987578088","no@gmail.com","","","NA","0",
"8/31/2024 12:50:50 PM","KUNTAL ENTERPRISES","","A WING, PLOT NO .33,FLAT NO .104,DAKSHINA APARTMENT,CENTRAL PARK, NALASOPARA EAST, PALGHAR,MAHARASHTRA,401209 
8779393869 
GSTIN : 27AWAPS7174H1Z5","","PALGHAR","8779393869","noemail@gmail.com","","","27AWAPS7174H1Z5","",
"8/31/2024 12:02:53 PM","SHREE LAKSHITA JEWELS","","56-57,third floor ,Pulak Plaza, opp.kolepole ,bada bazar,udaipur ,Rajasthan
 7742437974/7042477676","","Rajasthan","7742437974","noemail@gmai.com","","","nogst","",
"8/31/2024 11:19:34 AM","VINAYAK GOLD PRIVATE LIMITED","","4TH FLOOR, KAPADIYA COMPOUND PLOT-2/A-2/B, VARACHHA MAIND RD, KODIYA NAGAR, SURAT, GUJARAT- 395006 MOB: +919824188852
GST NO -24AAKCV4021F1ZM","","SURAT","+919824188852","no@gmail.com","","","24AAKCV4021F1ZM","0",
"8/31/2024 10:40:08 AM","VAGYA GOLD","","KERLA  ~ 9447400278","","KERLA","9447400278","NO@GMAIL.COM","","","GST","",
"8/31/2024 10:25:21 AM","BRAHMI JEWELLERS","","86/151, MAIN MARKET,NAGAL TOWNSHIP, PUNJAB
+919417861700 +916280758658","","PUNJAB","SHOULD BE SAME AS ENTER IN PARTY ADD COLUMN","rajeshbrahmi58@gmail.com","","","N/A","",
"8/30/2024 6:23:26 PM","BALAJI INTERNATIONAL","","452, GOVIND RAOJI KA RASTA, CHANDPOLE BAZAR, JAIPUR MOB: 9321252423","","JAIPUR","9321252423","no@gmail.com","","","08AKEPMO666N1ZR","0",
"8/30/2024 5:16:47 PM","SHRADDH GEMS & JEWELLERS","","SHREE GHANSHYAM NIWAS, 8/9 KEDAVADI
RAJKOT,GUJRAT-360002
9879611958/7405661574","","GUJRAT","9879611958/7405661574","noemail@gmail.com","","","24ADXFS2911E1ZZ","",
"8/30/2024 10:56:11 AM","SANMATI JEWELLERS","","Y-102, GALI NO.2, MAHAVIR SWAMI MARG, NANGLOI, DELHI- 110041","","DELHI","+919810470863","sanmatijewellers102@gmail.com","","","NA","0",
"8/30/2024 11:20:35 AM","LEORA JEWELS","","1st Floor, Office 2 and 3, DC Silk Mills Building,Kondivita Road, Near Chunawala Estate, Andheri East,Mumbai, Mumbai Suburban, Maharashtra, 400059 
9594982422","","MUMBAI","9594982422","noemail@gmail.com","","","27AALFL6462E1Z4","",
"8/29/2024 6:02:51 PM","DAIWIK JEWELLERS","","1359 JAL KUKADI NI POLE OPP GANESH TEMPLE CHAKLESHWAR MAHADEV ROAD
RAIPUR CHAKLA MENEKCHOK AHMEDABAD
8780603814","","GUJRAT","8780603814","NOEMAIL@GMAIL.COM","","","NOGST","",
"8/29/2024 2:13:56 PM","ANAND AND SONS JEWELLERS","","GORI SHANKAR BAZAR, SAHARANPUR- 247001 MOB: +919897755510","","INDIA","+919897755510","anandjewellers1980@rediffmail.com","","","NA","0",
"8/26/2024 3:43:05 PM","SRI RAMA JEWELLERY","","578,MAIN ROAD, SHEVAPET SALEM -636002  TAMILNAD
8148025190","","TAMILNADU","8148025190","NOEMAIL@GMAIL.COM","","","33ACRPM9180G1Z6","",
"8/29/2024 2:05:07 PM","MAHABIR DANWAR JEWELLERS","","B 204 , CITY CENTRE MALL , SALT LAKE , KOLKATA - 64
MOB - 8823583853","","KOLKATA","8823583853","infomahabirdanawjewellers@gmail.com","","","GST","",
"8/28/2024 2:10:49 PM","DEIRA GOLD","","Deira Gold Souq , Dubai, U.A.E. p.o. Box No. 64722","","DUBAI","+971 54 716 3936","no@gmail.com","","","GST","",
"8/28/2024 10:44:41 AM","JAY AMBE JEWELLERS","","PALACE ROAD,RAJSHRUNGI SHOP #229,,RAJKOT -360001(GUJ)","","GUJRAT","9099029992/9825429292","jayambe.29@gmail.com","","","nogst","",
"8/27/2024 4:23:30 PM","LAKSHYA JEWELLERS","","K72 PRATAP NAGAR JODHPUR RAJASTHAN OFFICE MOB:+918769897709/02913593186","","RAJASTHAN","+918769897709","no@gmail.com","","","NA","0",
"8/27/2024 4:15:46 PM","LM JEWELLERY","","103 FIRST FLOOR DEVNANDAN COMPLEX OPP BANK OF INDIA MG HAVELI ROAD MANEKCHOWK
AHMEDABAD-380001
9228743668","","GUJRAT","9228743668","NOEMAIL@GMAIL.COM","","","NOGST","",
"8/27/2024 12:24:46 PM","SACHIN","","MUMBAI
9987674535","","MUMBAI","9987674535","NOEMAIL@GMAIL.COM","","","NOGST","",
"8/27/2024 3:26:53 PM","ABHISHEK VARMA","","7991523376","","DON'T KNOW","7991523376","NO@GMAIL.COM","","","GST","",
"8/27/2024 11:55:02 AM","DIAMANTERY JEWELLERY","","302, 3RD FLOOR, LALJIBHAI BUILDING, (UPPER OF SNB JEWELLERS) HATFALIYA, HARIPURA, SURAT-395003 MOB: 9727846474","","SURAT","+919727846474","bk411973@gmail.com","","","NA","0",
"8/27/2024 11:08:01 AM","STAR GOLD MANUFACTURS&WHOLESALERS","","NELLIKATTU COMPLEX, MANJERI ROAD, VALLUVAMBRAM,MALAPPURAM DT,KERALA-673642 
9846388336/9846813652","","KERALA","9846388336/9846813652","stargoldworks916@gmail.com","","","nogst","",
"8/27/2024 11:59:46 AM","NDN DIAMONDS LLP","","34, SIR HARIRAM GOENKA  STREET, GROUND FLOOR, BANSTALLA, KOLKATA - 700007 
8902118600 / 9874888600","","KOLKATA","8902118600 / 9874888600","nitin0247@gmail.com","","","gst","",
"8/27/2024 9:48:34 AM","HALLMARK JEWELLERY","","BADA BAZAR, BAREILLY (UP) 243003
+919690040629 +919837504384","","UP","SHOULD BE SAME AS ENTER IN PARTY ADD COLUMN","satgurujewellerss@gmail.com","","","N/A","",
"8/26/2024 4:20:32 PM","VISPARK JEWELLERY MERS PVT LTD","","11 G.N MILLS POST METTUPALAYAM ROAD COIMBATORE- 641029
8754047011","","TAMILNADU","8754047011","kanagaraju@vispark.biz","","","nogst","",
"8/26/2024 5:37:37 PM","9892118469","","MUMBAI 
9892118469","","MUMBAI","9892118469","NOEMAIL@GMAIL.COM","","","NOGST","",
"8/29/2024 11:26:35 AM","SRIKAMAL JAJOO","","MUMBAI
9929448256","","MUMBAI","9929448256","srikamaljajoo@gmail.com","SRIKAMAL JAJOO","","NOGST","",
"8/12/2024 11:57:13 AM","MAX BANGLES","","MUMBAI","","MUMBAI","9981966889","NOEMIAL@GMAIL.COM","","","NOGST","",
"8/22/2024 11:33:27 AM","T.R.SAMAI GOLD","","64E,DHABLIWALA MANSION, OLD HANUMAN LANE, 4 TH FLOOR , ALBADVI ROAD, MUMBAI-400002
9167334418","","MUMBAI","9167334418","trsamai1972@gmail.com","","","nogst","",
"8/22/2024 9:56:59 AM","GOLDEN JEWELLERS","","B/20,MINARVA INDUSTRIAL ESTATE,3 RD FLOOR ,SEWARI(E),MUMBAI-15 
9619115660/9324338454","","MUMBAI","9619115660/9324338454","NOEMAIL@GMAIL.COM","","","NOGST","",
"8/16/2024 10:13:04 AM","THEKKEKARA JEWELS","","THEKKEKARA (H), DON BOSCO LANE, NELLIKKUNNU,  THRISSUR, KERALA- 680005 
MOB:=+919895884642","","KERALA","+919895884642","arunthekkekara5@gmil.com","","","32ARQPA6238F1ZZ","0",
"8/14/2024 5:35:15 PM","T.R.SAMAI GOLD JEWELLERY & DIAMOND SETTER","","64E,DHABLIWALA MANSION, OLD HANUMAN LANE, 4 TH FLOOR ,KALBADEVI ROAD, MUMBAI-400002 
9167334418","","MUMBAI","9167334418","trsamai1972@gmail.com","","","nogst","",
"8/14/2024 3:15:04 PM","JEWELS EMPIRE","","NEW NO: 194, OLD 210-D,GOPAL LAY-OUT ,PONNAIAHRAJAPURAM,COIMBATORE -641001.
9443363919","","TANILNADU","9443363919","jewelsempire.cbe@gmail.com","","jewelsempire.ccbe@gmail.com","nogst","",
"8/14/2024 11:37:27 AM","RAJ LAXMEE JEWELLERS","","PRATHAM B ROAD SARDARPURA JOADHPUR (RAJ)
9660072408
7014300803","","RAJASTHAN","9660072408","NOEMAIL@GMAIL,COM","","","NO GST","",
"8/14/2024 11:14:11 AM","HIT GOLD","","GALA NO.111 TANVI DIAMODA GOLD BESIDE H.P PETROL PUMPS. S.V ROAD DAHISAR (E)
MUMBAI-400068
9867543831/8879242826","","MUMBAI","9867543831/8879242826","hitgold18@gmail.com","","","nogst","",
